HSHD_NUM,total_spend,transaction_count,avg_spend_per_txn,avg_txns_per_month,customer_lifetime_months,CLV
616,12639.7,2617,4.82984333205961,218.08333333333334,12,12639.7
631,6319.37,2168,2.9148385608856087,180.66666666666666,12,6319.37
632,7466.42,2065,3.6156997578692494,172.08333333333334,12,7466.42
642,2978.29,826,3.6056779661016947,68.83333333333333,12,2978.29
651,8926.19,2670,3.3431423220973784,222.5,12,8926.19
655,5981.93,1699,3.5208534432018834,141.58333333333334,12,5981.93
682,3455.7400000000002,1193,2.8966806370494553,99.41666666666667,12,3455.74
692,7021.68,1893,3.709286846275753,157.75,12,7021.68
720,12117.1,2042,5.933937316356514,170.16666666666666,12,12117.1
733,19.080000000000002,5,3.8160000000000003,0.4166666666666667,12,19.08
762,3260.3,1154,2.8252166377816295,96.16666666666667,12,3260.3
764,9441.97,2289,4.124932284840542,190.75,12,9441.97
766,10156.300000000001,2300,4.415782608695653,191.66666666666666,12,10156.3
779,13086.79,4488,2.9159514260249555,374.0,12,13086.79
780,1.99,1,1.99,0.08333333333333333,12,1.99
789,17885.12,3667,4.877316607581129,305.5833333333333,12,17885.12
794,3017.58,677,4.457282127031019,56.416666666666664,12,3017.58
801,7384.0,1708,4.323185011709602,142.33333333333334,12,7384.0
808,3741.73,1267,2.9532202052091554,105.58333333333333,12,3741.73
812,1631.2,404,4.037623762376238,33.666666666666664,12,1631.2
815,27660.05,5652,4.8938517338995045,471.0,12,27660.05
826,30.66,9,3.4066666666666667,0.75,12,30.66
839,7440.84,1520,4.895289473684211,126.66666666666667,12,7440.84
845,8731.35,2823,3.0929330499468652,235.25,12,8731.35
881,28.810000000000002,6,4.801666666666667,0.5,12,28.81
915,53.6,17,3.152941176470588,1.4166666666666667,12,53.6
916,1273.1200000000001,413,3.0826150121065377,34.416666666666664,12,1273.12
918,38.12,12,3.1766666666666663,1.0,12,38.12
982,6610.34,1914,3.4536781609195404,159.5,12,6610.34
984,14119.89,5561,2.539091889947851,463.4166666666667,12,14119.89
986,6653.72,2140,3.109214953271028,178.33333333333334,12,6653.72
991,25006.31,7263,3.442972600853642,605.25,12,25006.31
992,10873.39,3798,2.862925223802001,316.5,12,10873.39
1012,4411.08,1611,2.7381005586592178,134.25,12,4411.08
1015,10558.83,3432,3.076582167832168,286.0,12,10558.83
1020,12932.98,3265,3.961096477794793,272.0833333333333,12,12932.98
1034,16971.78,6640,2.5559909638554217,553.3333333333334,12,16971.78
1080,9906.83,2546,3.8911351139041632,212.16666666666666,12,9906.83
1082,25848.44,6751,3.8288312842541843,562.5833333333334,12,25848.44
1102,26670.43,5610,4.7540873440285205,467.5,12,26670.43
1112,1027.94,325,3.162892307692308,27.083333333333332,12,1027.94
1120,15389.99,3894,3.952231638418079,324.5,12,15389.99
1121,2785.9,916,3.0413755458515284,76.33333333333333,12,2785.9
1122,3418.07,1182,2.8917681895093064,98.5,12,3418.07
1132,5.49,1,5.49,0.08333333333333333,12,5.49
1137,11619.94,2502,4.644260591526779,208.5,12,11619.94
1165,4112.96,1500,2.741973333333333,125.0,12,4112.96
1187,11751.75,3750,3.1338,312.5,12,11751.75
1192,8157.6900000000005,1275,6.398188235294118,106.25,12,8157.69
1195,18158.14,5081,3.5737335170242077,423.4166666666667,12,18158.14
1205,5753.25,1384,4.156972543352601,115.33333333333333,12,5753.25
1234,26.44,7,3.777142857142857,0.5833333333333334,12,26.44
1241,31716.87,9457,3.3537982446864754,788.0833333333334,12,31716.87
1245,29224.170000000002,8056,3.627627855014896,671.3333333333334,12,29224.17
1251,17466.31,2852,6.1242321178120624,237.66666666666666,12,17466.31
1261,9365.77,2397,3.907288277012933,199.75,12,9365.77
1265,22285.37,5320,4.188979323308271,443.3333333333333,12,22285.37
1270,20964.74,4367,4.800719029081749,363.9166666666667,12,20964.74
1275,4373.32,1470,2.975047619047619,122.5,12,4373.32
1277,6785.650000000001,1868,3.63257494646681,155.66666666666666,12,6785.65
1290,9218.84,2677,3.443720582741875,223.08333333333334,12,9218.84
1301,30.89,8,3.86125,0.6666666666666666,12,30.89
1308,4388.95,1264,3.472270569620253,105.33333333333333,12,4388.95
1349,1757.47,517,3.3993617021276594,43.083333333333336,12,1757.47
1358,411.8,160,2.57375,13.333333333333334,12,411.8
1373,4138.03,1460,2.8342671232876713,121.66666666666667,12,4138.03
1399,4828.11,1499,3.2208872581721146,124.91666666666667,12,4828.11
1404,14780.0,4028,3.669314796425025,335.6666666666667,12,14780.0
1433,21394.52,4013,5.33130326439073,334.4166666666667,12,21394.52
1437,13024.9,3652,3.566511500547645,304.3333333333333,12,13024.9
1441,14662.5,3076,4.766742522756827,256.3333333333333,12,14662.5
1446,14471.34,3889,3.7210953972743637,324.0833333333333,12,14471.34
1448,10268.380000000001,2539,4.044261520283577,211.58333333333334,12,10268.38
1461,3.5,1,3.5,0.08333333333333333,12,3.5
1462,166.48,35,4.756571428571428,2.9166666666666665,12,166.48
1469,193.64,16,12.1025,1.3333333333333333,12,193.64
1470,2459.09,1056,2.328683712121212,88.0,12,2459.09
1473,5558.9800000000005,1660,3.3487831325301207,138.33333333333334,12,5558.98
1492,15512.32,3518,4.40941444002274,293.1666666666667,12,15512.32
1495,5775.41,1529,3.777246566383257,127.41666666666667,12,5775.41
1526,6344.82,1610,3.9408819875776397,134.16666666666666,12,6344.82
1532,5423.17,1713,3.1658902510215996,142.75,12,5423.17
1545,14293.75,3055,4.678805237315876,254.58333333333334,12,14293.75
1554,4242.57,1981,2.141630489651691,165.08333333333334,12,4242.57
1565,36.7,10,3.6700000000000004,0.8333333333333334,12,36.7
1567,10904.35,2977,3.6628653006382264,248.08333333333334,12,10904.35
1573,105.3,40,2.6325,3.3333333333333335,12,105.3
1600,7692.6,1818,4.231353135313531,151.5,12,7692.6
1618,8100.92,2532,3.1994154818325433,211.0,12,8100.92
1631,13089.880000000001,4316,3.032873030583874,359.6666666666667,12,13089.88
1632,9853.2,1783,5.526191811553562,148.58333333333334,12,9853.2
1647,12830.130000000001,2771,4.630144352219416,230.91666666666666,12,12830.13
1652,10651.07,2538,4.196639085894405,211.5,12,10651.07
1660,10.26,4,2.565,0.3333333333333333,12,10.26
1661,1617.2,405,3.9930864197530864,33.75,12,1617.2
1662,54.86,19,2.8873684210526314,1.5833333333333333,12,54.86
1699,16348.98,3261,5.013486660533578,271.75,12,16348.98
1709,8162.3,2240,3.643883928571429,186.66666666666666,12,8162.3
1729,8511.44,2547,3.34175107970161,212.25,12,8511.44
1747,55.81,20,2.7905,1.6666666666666667,12,55.81
1748,14183.67,3486,4.068752151462995,290.5,12,14183.67
1750,9.98,1,9.98,0.08333333333333333,12,9.98
1770,9311.59,2377,3.917370635254523,198.08333333333334,12,9311.59
1786,6958.46,2028,3.4311932938856016,169.0,12,6958.46
1795,12684.52,4489,2.825689463132101,374.0833333333333,12,12684.52
1797,11298.98,3477,3.24963474259419,289.75,12,11298.98
1809,6143.79,1611,3.8136499068901304,134.25,12,6143.79
1836,9578.64,2766,3.4629934924078087,230.5,12,9578.64
1861,9409.97,3531,2.664958935145851,294.25,12,9409.97
1873,9008.06,2447,3.681266857376379,203.91666666666666,12,9008.06
1885,23191.1,6014,3.856185567010309,501.1666666666667,12,23191.1
1895,13878.24,5263,2.6369447083412503,438.5833333333333,12,13878.24
1904,6532.47,1814,3.6011411245865492,151.16666666666666,12,6532.47
1914,12.360000000000001,6,2.06,0.5,12,12.36
1916,13438.34,4028,3.3362313803376367,335.6666666666667,12,13438.34
1924,14222.65,3655,3.8912859097127224,304.5833333333333,12,14222.65
1937,1.0,1,1.0,0.08333333333333333,12,1.0
1949,5198.24,1817,2.860891579526692,151.41666666666666,12,5198.24
1963,27.43,8,3.42875,0.6666666666666666,12,27.43
1990,22569.510000000002,4809,4.693181534622583,400.75,12,22569.51
1994,7854.47,2232,3.519027777777778,186.0,12,7854.47
2004,17235.06,3272,5.267438875305624,272.6666666666667,12,17235.06
2011,21089.1,4078,5.171432074546346,339.8333333333333,12,21089.1
2017,210.88,55,3.834181818181818,4.583333333333333,12,210.88
2019,4177.05,1273,3.281264728986646,106.08333333333333,12,4177.05
2022,18926.37,4501,4.20492557209509,375.0833333333333,12,18926.37
2024,11471.82,3250,3.529790769230769,270.8333333333333,12,11471.82
2027,25.97,3,8.656666666666666,0.25,12,25.97
2066,6553.3,2396,2.735100166944908,199.66666666666666,12,6553.3
2077,14684.79,4310,3.407143851508121,359.1666666666667,12,14684.79
2102,8877.28,2333,3.805092156022289,194.41666666666666,12,8877.28
2143,12344.03,3086,4.0000097213221,257.1666666666667,12,12344.03
2148,5464.35,1465,3.729931740614335,122.08333333333333,12,5464.35
2150,11353.72,3046,3.72741956664478,253.83333333333334,12,11353.72
2175,19724.5,4510,4.37350332594235,375.8333333333333,12,19724.5
2178,5896.64,1514,3.894742404227213,126.16666666666667,12,5896.64
2189,7525.92,2034,3.7000589970501476,169.5,12,7525.92
2200,10204.19,3184,3.204833542713568,265.3333333333333,12,10204.19
2211,6189.6900000000005,1860,3.3277903225806456,155.0,12,6189.69
2225,4208.91,1096,3.8402463503649633,91.33333333333333,12,4208.91
2232,4922.63,1944,2.5322170781893005,162.0,12,4922.63
2244,9440.27,2004,4.710713572854291,167.0,12,9440.27
2260,6846.55,1917,3.571491914449661,159.75,12,6846.55
2264,7365.99,1802,4.087674805771365,150.16666666666666,12,7365.99
2291,17003.03,3449,4.929843432879095,287.4166666666667,12,17003.03
2306,33.92,11,3.083636363636364,0.9166666666666666,12,33.92
2319,4961.64,875,5.670445714285715,72.91666666666667,12,4961.64
2320,10577.53,2562,4.128622170179548,213.5,12,10577.53
2322,11590.97,2795,4.1470375670840784,232.91666666666666,12,11590.97
2325,113.71000000000001,33,3.445757575757576,2.75,12,113.71
2337,173.37,61,2.8421311475409836,5.083333333333333,12,173.37
2345,6448.88,1477,4.366201760324983,123.08333333333333,12,6448.88
2371,16856.69,3400,4.95785,283.3333333333333,12,16856.69
2375,14710.98,1866,7.883697749196141,155.5,12,14710.98
2379,3156.82,1462,2.159247606019152,121.83333333333333,12,3156.82
2391,9062.18,2495,3.63213627254509,207.91666666666666,12,9062.18
2406,6137.28,1738,3.5312313003452243,144.83333333333334,12,6137.28
2420,13024.99,2673,4.872798353909465,222.75,12,13024.99
2429,111.43,27,4.127037037037037,2.25,12,111.43
2433,19749.64,4462,4.426185567010309,371.8333333333333,12,19749.64
2435,11759.98,3487,3.3725207915113278,290.5833333333333,12,11759.98
2436,13448.66,2897,4.642271315153607,241.41666666666666,12,13448.66
2442,17745.74,5730,3.0969877835951136,477.5,12,17745.74
2453,9832.710000000001,3356,2.9298897497020264,279.6666666666667,12,9832.71
2454,1271.85,344,3.697238372093023,28.666666666666668,12,1271.85
2504,6425.64,1413,4.54751592356688,117.75,12,6425.64
2507,14749.31,5024,2.9357703025477706,418.6666666666667,12,14749.31
2512,32915.63,10034,3.2804096073350606,836.1666666666666,12,32915.63
2519,11951.58,2739,4.363483023001096,228.25,12,11951.58
2531,10951.37,2662,4.1139631855747565,221.83333333333334,12,10951.37
2541,10458.28,3127,3.344509114166933,260.5833333333333,12,10458.28
2555,6386.9400000000005,1639,3.896851738865162,136.58333333333334,12,6386.94
2572,9195.44,2554,3.600407204385278,212.83333333333334,12,9195.44
2573,11563.35,2446,4.727452984464432,203.83333333333334,12,11563.35
2575,18340.7,4792,3.8273580968280467,399.3333333333333,12,18340.7
2584,5639.72,1881,2.9982562466772995,156.75,12,5639.72
2607,9469.97,3371,2.809246514387422,280.9166666666667,12,9469.97
2617,7437.64,2110,3.5249478672985783,175.83333333333334,12,7437.64
2629,29054.05,7111,4.0857896217128395,592.5833333333334,12,29054.05
2630,6891.85,1307,5.2730298393267026,108.91666666666667,12,6891.85
2638,18644.27,4110,4.536318734793188,342.5,12,18644.27
2639,16731.76,4380,3.820036529680365,365.0,12,16731.76
2652,5003.37,1358,3.6843667157584683,113.16666666666667,12,5003.37
2654,2695.52,1273,2.1174548311076196,106.08333333333333,12,2695.52
2685,115.66,34,3.401764705882353,2.8333333333333335,12,115.66
2707,4526.6,1868,2.423233404710921,155.66666666666666,12,4526.6
2710,9087.14,2241,4.054948683623382,186.75,12,9087.14
2735,108.16,29,3.729655172413793,2.4166666666666665,12,108.16
2745,13562.53,3117,4.351148540263074,259.75,12,13562.53
2756,23966.55,3786,6.330309033280507,315.5,12,23966.55
2762,10015.44,2389,4.192314776056928,199.08333333333334,12,10015.44
2780,20704.38,6672,3.1031744604316547,556.0,12,20704.38
2781,4142.83,1150,3.6024608695652174,95.83333333333333,12,4142.83
2822,795.28,155,5.130838709677419,12.916666666666666,12,795.28
2838,23.349999999999998,5,4.67,0.4166666666666667,12,23.35
2844,7193.2300000000005,1793,4.011840490797546,149.41666666666666,12,7193.23
2847,2729.09,752,3.6291090425531918,62.666666666666664,12,2729.09
2874,8073.01,2010,4.01642288557214,167.5,12,8073.01
2921,16.97,3,5.656666666666666,0.25,12,16.97
2934,86.34,21,4.111428571428571,1.75,12,86.34
2937,83.25,26,3.201923076923077,2.1666666666666665,12,83.25
2938,8.49,2,4.245,0.16666666666666666,12,8.49
2986,7758.39,3096,2.5059399224806205,258.0,12,7758.39
2990,6060.37,1967,3.081021860701576,163.91666666666666,12,6060.37
2997,56.410000000000004,12,4.700833333333334,1.0,12,56.41
3003,8400.14,1936,4.338915289256198,161.33333333333334,12,8400.14
3004,8555.210000000001,2206,3.8781550317316413,183.83333333333334,12,8555.21
3014,16761.65,5029,3.3329986080731757,419.0833333333333,12,16761.65
3022,18708.57,4622,4.047721765469493,385.1666666666667,12,18708.57
3030,7951.3,2515,3.1615506958250497,209.58333333333334,12,7951.3
3044,7987.68,2174,3.6741858325666974,181.16666666666666,12,7987.68
3049,4478.2300000000005,1225,3.655697959183674,102.08333333333333,12,4478.23
3060,6828.96,1712,3.9888785046728974,142.66666666666666,12,6828.96
3105,12158.300000000001,2672,4.550261976047905,222.66666666666666,12,12158.3
3111,9982.57,3315,3.0113333333333334,276.25,12,9982.57
3151,12124.77,2742,4.421870897155361,228.5,12,12124.77
3163,6894.57,1954,3.5284390992835206,162.83333333333334,12,6894.57
3164,13468.87,2879,4.6783153872872525,239.91666666666666,12,13468.87
3186,9105.87,2465,3.69406490872211,205.41666666666666,12,9105.87
3205,5647.74,1687,3.3478008298755184,140.58333333333334,12,5647.74
3214,23485.88,4462,5.263532048408786,371.8333333333333,12,23485.88
3220,10843.65,3247,3.339590391130274,270.5833333333333,12,10843.65
3232,12428.05,3599,3.453195332036677,299.9166666666667,12,12428.05
3243,14180.09,3881,3.6537206905436745,323.4166666666667,12,14180.09
3246,14779.83,4075,3.6269521472392636,339.5833333333333,12,14779.83
3247,8750.94,2616,3.345160550458716,218.0,12,8750.94
3257,100.83,18,5.601666666666667,1.5,12,100.83
3267,13380.29,2756,4.854967343976778,229.66666666666666,12,13380.29
3274,3486.89,599,5.82118530884808,49.916666666666664,12,3486.89
3314,19030.32,3623,5.252641457355782,301.9166666666667,12,19030.32
3319,12381.99,2750,4.502541818181818,229.16666666666666,12,12381.99
3358,12089.49,2761,4.378663527707352,230.08333333333334,12,12089.49
3398,15925.57,3412,4.667517584994139,284.3333333333333,12,15925.57
3411,15951.32,4588,3.4767480383609417,382.3333333333333,12,15951.32
3418,5943.61,1641,3.6219439366240094,136.75,12,5943.61
3442,7150.4400000000005,2167,3.2996954314720814,180.58333333333334,12,7150.44
3445,5634.6900000000005,1163,4.844961306964747,96.91666666666667,12,5634.69
3467,7432.61,1795,4.140729805013927,149.58333333333334,12,7432.61
3474,5120.16,1739,2.9443128234617597,144.91666666666666,12,5120.16
3476,5785.82,1761,3.285530948324815,146.75,12,5785.82
3486,10562.300000000001,2675,3.9485233644859816,222.91666666666666,12,10562.3
3496,26374.71,6665,3.9571957989497375,555.4166666666666,12,26374.71
3523,6529.5,1774,3.6806651634723786,147.83333333333334,12,6529.5
3551,16907.02,4253,3.9753162473548085,354.4166666666667,12,16907.02
3582,16650.5,4079,4.082005393478794,339.9166666666667,12,16650.5
3603,9073.87,3063,2.9624126673196214,255.25,12,9073.87
3606,10.58,6,1.7633333333333334,0.5,12,10.58
3608,120.45,33,3.65,2.75,12,120.45
3614,2060.27,570,3.6145087719298243,47.5,12,2060.27
3635,14655.11,3975,3.6868201257861637,331.25,12,14655.11
3655,11676.39,2191,5.32925148334094,182.58333333333334,12,11676.39
3670,8.99,1,8.99,0.08333333333333333,12,8.99
3672,16535.3,4738,3.489932460953989,394.8333333333333,12,16535.3
3681,9.99,1,9.99,0.08333333333333333,12,9.99
3687,10120.960000000001,2790,3.6275842293906813,232.5,12,10120.96
3689,165.93,45,3.6873333333333336,3.75,12,165.93
3703,377.92,112,3.3742857142857146,9.333333333333334,12,377.92
3733,415.13,90,4.612555555555556,7.5,12,415.13
3739,72.04,14,5.145714285714286,1.1666666666666667,12,72.04
3755,43.21,9,4.801111111111111,0.75,12,43.21
3758,12377.6,3464,3.573210161662818,288.6666666666667,12,12377.6
3784,13112.14,4112,3.1887499999999998,342.6666666666667,12,13112.14
3785,21164.56,4996,4.236301040832666,416.3333333333333,12,21164.56
3800,4906.64,1545,3.1758187702265372,128.75,12,4906.64
3809,22705.1,4956,4.581335754640839,413.0,12,22705.1
3811,6155.16,3501,1.758114824335904,291.75,12,6155.16
3819,2466.73,849,2.9054534746760896,70.75,12,2466.73
3820,11606.29,3010,3.8559102990033227,250.83333333333334,12,11606.29
3840,18246.47,5426,3.3627847401400666,452.1666666666667,12,18246.47
3842,5945.62,2072,2.869507722007722,172.66666666666666,12,5945.62
3881,4485.91,1157,3.877191011235955,96.41666666666667,12,4485.91
3889,19505.58,5056,3.857907436708861,421.3333333333333,12,19505.58
3893,10828.68,4015,2.6970560398505605,334.5833333333333,12,10828.68
3895,6422.54,2893,2.2200276529554097,241.08333333333334,12,6422.54
3904,28125.350000000002,7780,3.615083547557841,648.3333333333334,12,28125.35
3940,16783.4,3849,4.360457261626397,320.75,12,16783.4
3964,11293.16,3582,3.152752652149637,298.5,12,11293.16
3969,6578.27,1616,4.070711633663366,134.66666666666666,12,6578.27
3977,6680.82,1520,4.395276315789474,126.66666666666667,12,6680.82
3988,3610.27,507,7.120848126232741,42.25,12,3610.27
3993,8480.39,2391,3.5467963195315764,199.25,12,8480.39
4005,9618.6,2613,3.68105625717566,217.75,12,9618.6
4011,12515.93,2768,4.521651011560694,230.66666666666666,12,12515.93
4017,5088.41,1386,3.6712914862914863,115.5,12,5088.41
4037,12022.75,2457,4.893264143264143,204.75,12,12022.75
4057,8085.610000000001,2384,3.3916149328859064,198.66666666666666,12,8085.61
4061,22.72,8,2.84,0.6666666666666666,12,22.72
4062,156.66,36,4.351666666666667,3.0,12,156.66
4065,7574.03,2117,3.577718469532357,176.41666666666666,12,7574.03
4078,24072.08,5714,4.212824641232062,476.1666666666667,12,24072.08
4085,15605.82,4488,3.4772326203208554,374.0,12,15605.82
4105,714.17,201,3.5530845771144275,16.75,12,714.17
4126,19202.02,3556,5.399893138357705,296.3333333333333,12,19202.02
4146,12285.73,3407,3.6060258291752274,283.9166666666667,12,12285.73
4159,5114.58,1520,3.3648552631578945,126.66666666666667,12,5114.58
4171,8130.74,2718,2.9914422369389255,226.5,12,8130.74
4183,5680.74,2578,2.203545384018619,214.83333333333334,12,5680.74
4214,10465.31,2295,4.560047930283224,191.25,12,10465.31
4218,23879.56,5500,4.341738181818182,458.3333333333333,12,23879.56
4249,12202.23,3078,3.964337231968811,256.5,12,12202.23
4264,8546.52,2769,3.0865005417118097,230.75,12,8546.52
4272,6.99,1,6.99,0.08333333333333333,12,6.99
4293,16672.16,3241,5.144140697315644,270.0833333333333,12,16672.16
4351,16.98,1,16.98,0.08333333333333333,12,16.98
4363,5.1899999999999995,2,2.5949999999999998,0.16666666666666666,12,5.19
4366,5763.85,1028,5.606857976653697,85.66666666666667,12,5763.85
4372,6020.33,1389,4.334290856731461,115.75,12,6020.33
4405,10481.93,2171,4.828157531091663,180.91666666666666,12,10481.93
4406,3291.14,1010,3.2585544554455446,84.16666666666667,12,3291.14
4414,10784.69,3477,3.101722749496693,289.75,12,10784.69
4420,14150.300000000001,3468,4.0802479815455595,289.0,12,14150.3
4432,96.87,22,4.403181818181818,1.8333333333333333,12,96.87
4439,11283.07,1848,6.105557359307359,154.0,12,11283.07
4453,7988.16,2782,2.87137311286844,231.83333333333334,12,7988.16
4457,7251.26,1949,3.7205028219599794,162.41666666666666,12,7251.26
4458,19328.64,4199,4.603153131698023,349.9166666666667,12,19328.64
4498,5108.45,1406,3.6333214793741107,117.16666666666667,12,5108.45
4506,7572.7,1681,4.504878048780488,140.08333333333334,12,7572.7
4552,299.11,85,3.5189411764705882,7.083333333333333,12,299.11
4568,8347.81,1069,7.808989710009354,89.08333333333333,12,8347.81
4570,6.98,2,3.49,0.16666666666666666,12,6.98
4587,871.29,211,4.129336492890995,17.583333333333332,12,871.29
4594,7825.57,1925,4.065231168831168,160.41666666666666,12,7825.57
4603,8738.710000000001,1971,4.433642820903096,164.25,12,8738.71
4604,11911.95,2901,4.106153050672182,241.75,12,11911.95
4606,6890.89,1575,4.375168253968254,131.25,12,6890.89
4607,12953.74,2556,5.067973395931142,213.0,12,12953.74
4614,5575.36,1415,3.9401837455830386,117.91666666666667,12,5575.36
4623,7849.57,1919,4.090448150078165,159.91666666666666,12,7849.57
4713,21038.89,6113,3.441663667593653,509.4166666666667,12,21038.89
4716,5241.53,1050,4.991933333333333,87.5,12,5241.53
4719,9423.83,2419,3.8957544439851177,201.58333333333334,12,9423.83
4724,3402.35,1196,2.844774247491639,99.66666666666667,12,3402.35
4725,7784.46,2669,2.9166204571000374,222.41666666666666,12,7784.46
4740,6265.28,1524,4.111076115485564,127.0,12,6265.28
4745,8770.72,2786,3.148140703517588,232.16666666666666,12,8770.72
4753,223.18,61,3.658688524590164,5.083333333333333,12,223.18
4757,4875.35,1150,4.239434782608696,95.83333333333333,12,4875.35
4766,15210.08,5119,2.971299081851924,426.5833333333333,12,15210.08
4774,5120.78,1201,4.263763530391341,100.08333333333333,12,5120.78
4778,15215.07,3973,3.829617417568588,331.0833333333333,12,15215.07
4809,8651.25,2451,3.5296817625459,204.25,12,8651.25
4813,1.0,1,1.0,0.08333333333333333,12,1.0
4816,6270.59,2243,2.795626393223362,186.91666666666666,12,6270.59
4823,117.24,36,3.2566666666666664,3.0,12,117.24
4836,16104.64,5308,3.0340316503391107,442.3333333333333,12,16104.64
4851,3811.04,983,3.8769481180061036,81.91666666666667,12,3811.04
4857,14970.55,5006,2.990521374350779,417.1666666666667,12,14970.55
4878,5889.13,1678,3.5096126340882003,139.83333333333334,12,5889.13
4879,10023.69,2223,4.509082321187584,185.25,12,10023.69
4897,7144.02,2153,3.3181699953553183,179.41666666666666,12,7144.02
4904,12531.68,3439,3.6439895318406514,286.5833333333333,12,12531.68
4909,54.35,13,4.180769230769231,1.0833333333333333,12,54.35
4974,6545.110000000001,1912,3.423174686192469,159.33333333333334,12,6545.11
4982,8554.52,1986,4.307411883182276,165.5,12,8554.52
4987,18877.53,3400,5.552214705882353,283.3333333333333,12,18877.53
4989,15.7,2,7.85,0.16666666666666666,12,15.7
